Script Name,Character Names
Revenant_ The.txt,"MICHAEL PUNKE, FITZGERALD, ANDERSON, HENRY, BRIDGER, GLASS, STUBBY BILL, MURPHY, PIG, BOONE, SPOTTED HORSE, RED HAWK, BRAZEAU, RUNTY MAN, TRAPPER"
Revolutionary Road.txt,"ED, VINCE, BART POLLOCK, JENNIFER, JOHN, MAUREEN, MRS. BRACE, JACK, MR. BRACE, MRS. GIVINGS, MICHAEL, SHEP, WOMAN, FRANK, CLERK, RECEPTIONIST, APRIL, DOCTOR, BANDY, MR. GIVINGS, MILLY"
Ricky Stanicky.txt,"FIREMAN #1, ROD, MR. LAMBERT, WES, NANA, JT, SARAH, INVESTOR #4, TED (O.S.), RICKY, TERI, DAVE, PRENTISS, VALET, DRUNK GIRL, MARIA, INVESTOR, MAN, BARTENDER, GUY, CHIEF, SMOKER, SUSAN, ACTRESS, WOMAN, ROD (V.O.), PARTY GUEST, TED (CONT'D), ERIN, CLAIRE, TOYO, RICKY STANICKY, TED, ROD (AS DRUNK PIRATE), INVESTOR #3, INVESTOR #2, TED (V.O.), ROD (CONT'D), GARY, MILT, LAMBERT"
Ringu.txt,"RYUJI, REPORTER, KOUJI, YOSHINO, ASAKWAWA, YAMAMURA, OKAZAKI, KOMIYA, ASAKAWA, SHIZUKO, KAZUE, JUDGE, RYOMI, CLERK, YOICHI, MAI, RYOMI, RYUJI, HAYATSU, GUY IN SUIT, REPORTER, RYOMI, TOMOKO, KOUICHI, MASAMI, AUNT"
Rise of the Guardians.txt,"YETIS, RUSSIAN BOY, JAMIE, PITCH, YETI, SOPHIE, BUNNY, CLAUDE AND CALEB, PITCH, JAMIE, CALEB AND CLAUDE, JAMIE'S MOM, BRITISH BOY, MONTY, NORTH, BUNNYMUND, SANDY, PIPPA, JACK, CLAUDE, PIPPA, JACK, TOOTH, CALEB, TOOTH, JACK'S MOTHER, NORTH"
Rise of the Planet of the Apes.txt,"VIRUS TECHNICIAN, TODD'S BUDDY, DODGE, STEWART, ELECTRONIC VOICE, VETERINARIAN, OFFICER, MAURICE, BOARD MEMBER, VOICE, STEWART, OFFICER #3, TV REPORTER, CORNELIA, RODNEY, DONNIE, NEWSCASTER VOICE #6, GUARD #2, NEWSCASTER VOICE #2, DONNIE, WILL, LUCKY, KOBA, NEWSCASTER VOICE #4, FRANKLIN, IRENA, NEWSCASTER, TODD, VOICE, HUFF, JACOBS, RODNEY, GUARD #1, CAESAR, GIRL, DODGE, CAROLINE, STEWART, BUCK, WILL, MAURICE, FRANKLIN, DODGE, WALTER, TEEN CASHIER, NEWSCASTER (O.S.), JACOBS, CAROLINE, STEWART, HUFF, HUNSIKER, EVANS, WILL, ROCKET, MR. LANDON, TAXI DRIVER, TECHIE, HOFFS, REPORTER (V.0.), JACOBS, RODNEY, GUARD #1, CAESAR, CAROLINE, BUCK, FRANKLIN, DODGE, WALTER, TEEN CASHIER, NEWSCASTER, IRENA, REPORTER, KOBA, WILL, IRENA, EVANS, HUNSIKER, WILL, CAROLINE, FRANKLIN, STEWART, HUFF, WILL, S VETERINARIAN, LAB TECH, MR. LANDON, NEWSCASTER, JACOBS, CAROLINE, BUCK, WILL, NEWSCASTER VOICE #1, CAROLINE, FRANKLIN, WILL, HUFF, HUNSIKER, DODGE, CAROLINE, OFFICER #1, CHIMPANZEE, OFFICER #2, ROCKET, DODGE, WALTER, WOMAN, WRANGLER, DONNIE"
Road_ The.txt,"BOY., MAN., MOTHERLY WOMAN., WELL FED WOMAN, OLD MAN., THIEF., WELL FED WOMAN 2., VETERAN., BEARDED FACE., MAN ON MATTRESS., GANG MEMBER., BEARDED MAN 2, WOMAN., BEARDED MAN., BOY, MAN, ARCHER'S WOMAN."
Robin Hood_ Prince of Thieves.txt,
Robocop.txt,
Rock_ The.txt,"MASON, GOODSPEED, CAPTAIN DARROW, MASON, NAVAL ATTACHE, SANCHEZ, MCCOY, HAYDEN SINCLAIR, MASON, MASON, SECURITY ADVISOR LOUIS LINDSTROM, BARBER, ISHERWOOD, MASON, DR. LING, PRESIDENT, RADIO NEWSMAN, PARK RANGER JOE, MASON, REAR F-16 PILOT, S.E.A.L. BOYER, COMMANDER ANDERSON, FEMALE TOURIST, F-16 FLIGHT CONTROLLER, JADE, ARMY M. P., AGENT SANCHEZ, U.S. ATTORNEY REYNOLDS, MASON, GOODSPEED, DR. LING, LT. FISK, MASON, LOUIS LINDSTROM, S.E.A.L. DANDO, COLONEL CALLAHAN, F.B.I. DIRECTOR WOMACK, GENERAL PETERSON, S.E.A.L. SHEPHERD, WOMACK, S.E.A.L. REIGERT, F.B.I. TECHNICIAN, ALCATRAZ PARK RANGER, F.B.I. AGENT, C.I.A. DIRECTORY AMWAY, JADE ANGELOU, F.B.I. RADAR TECHNICIAN, CARLA, SGT. CRISP, MOTORCYCLE KID, CAPTAIN, MASON, GOODSPEED, BAXTER, BENNIE, ROYCE, F.B.I. AGENT 2, FRY, DARROW, CAPTAIN FRYE, CPT. GILER, GOODSPEED, MASON, MALE VOICE, CIWTER FISHERMAN, MASON, CAPTAIN HENDRIX, MARSHAL CORD, MASON, RAYDEN SINCLAIR, LEAD F-16 PILOT, DR. LONNER, AGENT WOOD, LARRY HENDERSON, NAVAL MEDIC, HUMMEL, F.B.I. DIRECTOA WOMACK, GENERAL KRAMER, AGENT CORD, COMMANDER ANDERSON, HENDRIX"
RocknRolla.txt,"SECRETARY, ROMAN, ROCK N ROLLER, ARCHY (CONT'D), MICKEY (CONT'D), BERTIE, FRED THE HEAD, BERTIE (V.O.), HANDSOME BOB (CONT'D), BANDY, ROCKER, MALCOLM (CONT'D), VICTOR, STELLA, CHECHNYAN 1, ROCKNROLLA, COUNCILOR, JOHNNY (CONT'D), BOUNCER, CHECHNYAN 2, DOLLY, COUNCILOR (CONT'D), BERTIE (CONT'D), NURSE, ACCOUNTANT, URI (CONT'D), PETE, CHECHNYAN 1 (CONT'D), TOM (CONT'D), MUMBLES (V.O.), PETE (CONT'D), MALCOLM (V.O.) (CONT'D), JACKIE, LENNY COLE, MALCOLM, STELLA (V.O.), COOKIE (CONT'D), CHECHNYAN 2 (CONT'D), TANK, OTHER SLICK ESTATE AGENT, DROWNED SLOANE, MUMBLES, SLICK ESTATE AGENT (CONT'D), MICKEY, STELLA (CONT'D), COOKIE, TAX MAN, DANNY, SLICK ESTATE AGENT, ONE TWO (V.O.), OTHER SLICK ESTATE AGENT (V.O.), ONE TWO, JOHNNY, JOHNNY STORY (V.O.), DANNY (CONT'D), JOHNNY STORY (CONT'D), ARCHY, GARY, TOM, BARMAN, HANDSOME BOB, JUDGE, LAWYER, LENNY COLE (CONT'D), FRED THE HEAD (CONT'D), MUMBLES (CONT'D), CHECHNYAN., MUMBLES/ONE TWO, URI, LENNY COLE (V.O.), TANK (CONT'D), COUNCILOR (V.O.), WASTER, LAWYER TYPE, JOHNNY STORY, ARCHY (V.O.), ONE TWO (CONT'D)"
Rocky Horror Picture Show_ The.txt,"RALPH, COLUMBIA, EDDIE, JANET, FRANK, BRAD, ROCKY, RIFF RAFF, MAGENTA, DR SCOTT, NARRATOR, ALL"
Rocky.txt,"MICKEY, ROCKY, JERGENS, CORNERMAN, REFEREE, LAWYER, APOLLO, BOY, BENNY, RUDY, JOSE, PROMOTER, MIKE, DIPPER, COMMENTATOR #1, COMMENTATOR, BLACK FIGHTER, FATS, MIKE, REPORTER #1, DOCTOR, FIGHTER #1, SOUND MAN, GAZZO, FIGHTER, TRAINER, FRAZIER, REPORTER #2, MAYOR, FAN, MARIE, CHIPPED TOOTH, WOMAN, MAFIA #2, MICKEY (CONT'D), GAZZO (CONT'D), ANNOUNCER, MAFIA #1, COMMENTATOR #2, CUSTOMER, CLEANER, REPORTER #3, ADRIAN, PAULIE, OWNER, ANDY, DEMPSEY"
Romeo _ Juliet.txt,"MERCUTIO, GREGORY, NURSE (CONT.), COP, NURSE, DAVE, MEDIC ONE (OVER RADIO), ROMEO?, MONTAGUE, ROMEO, CAPTAIN PRINCE, APOTHECARY, TIGHT ON: FATHER LAURENCE:, GREGORY/SAMPSON, MEDIC TWO (OVER RADIO), MERCUTIO (CONT.), MERCUTIO (V/O), FATHER LAURENCE (O/S), FATHER LAURENCE, SUSAN, JULIET (CONT.)(V/O), BALTHASAR, TYBALT (CONT.), CAPULET, BENVOLIO (CONT.), ABRA, ROMEO (CONT.), FATHER LAURENCE (CONT.), CAROLINE, ANCHOR WOMAN, BENVOLIO, TYBALT, BALTHASAR., SAMPSON, PETER, JULIET, DAVE (O/S), GLORIA, GLORIA (CONT.), CAPULET (CONT.)"
Ronin.txt,"SEAMUS, LEADER, JEAN-PIERRE, DOCTOR, DEIRDRE, SAM, LARRY, VINCENT, RONIN, GREGOR, FRANCOIS, MIKHI, VINCENT, SWEDE, DAD, TONY, DAPPER GENT, EDVARD, KILLER, MOM"
Room.txt,"NEWS ANCHOR, LAWYER, OFFICER PARKER, LAURA, NANCY, MA, DOUG, LEO, TV NARRATOR, RESIDENT AGENT, REPORTER 2, NEIGHBOR BOY, OLD NICK, JACK, HOSTESS, OLD NICK (O.S.), DR. MITTAL, OFFICER GRABOWSKI, CLERK, DORA AND BOOTS, OLD NICK (CONT'D), REPORTER 1, LAWYER (SPEAKER), OFFICER GRABOWSKI, VOICE, DORA THE EXPLORER, LEO (CONT'D), OFFICER GRABOWSKI., DR. MITTAL, OFFICER PARKER, LAURA, ANNE, JACK (CONT'D), TEENAGER, MA, OFFICER PARKER, NANCY, OLD NICK (O.S.), NANCY (FILTERED), DAVID ATTENBOROUGH, NEIGHBOR BOY, JACK, LAWYER, NANCY, ROBERT, DOUG, MA, NEIGHBOR, NEWS ANCHOR, REPORTER 3, ROBERT, HOSTESS, OLD NICK (O.S.), LEO (O.S.), MA, MA (FILTERED)"
Roommate_ The.txt,"JEFF, RICK, REBECCA, IRENE, RICK, MARIA, WOMAN, BOUNCER, REBECCA, DAD, JASON, PROFESSOR ROBERTS, SARA, STEPHEN (O.S.), R.A., SARA, FRAT BOY #1, TRACY (O.S.), JASON (O.S.), PROFESSOR ROBERTS (CONT-D), SAEA, REBECCA, KIM, MOM, STEPHEN (CONT'D), LIBRARIAN, OPERATOR (O.S.), PROFESSOR ROBERTS, FRAT BOUNCER., FRAT BOY, ALISON, ""EMILY"", MAKE-UP GIRL, MAN (0.S.), SARA (V.0.), SARA -, SARA (CONT'D), STEPHEN, ""JASON""., TRACY, GIRL"
Rosetta.txt,"ROSETTA (CONT'D), YOUNG WOMAN (CONT'D), MAN (CONT'D), STOIC MAN, FEMALE CUSTOMER (O.C.), BOSS'S VOICE, CO-WORKER, CUSTOMER (O.S.), BOSS (O.S.), STOIC MAN (O.S.), RIQUET, RIQUET (CONT'D), RIQUET (O.S.), RIQUET (O.S.) (CONT'D), ROSETTA, ROSETTA (O.S.) (CONT'D), OWNER (O.S.) (CONT'D), OWNER, SECURITY GUARD, MANAGER (O.S.), MAN, YOUNG WOMAN, BOY'S VOICE, MOTHER, BOSS, MOTHER (CONT'D), ANOTHER CUSTOMER (O.S.), MOTHER (O.S.), MAN (O.S.) (CONT'D), BOSS (O.S.) (CONT'D), WOMAN, BOSS (CONT'D), LADY (O.S.), MANAGER, MAN (O.S.), YOUNG MAN, OWNER (O.S.), CUSTOMER (O.C.), CUSTOMER (O.S.) (CONT'D), OWNER (CONT'D)"
Roughshod.txt,"HAYES, CLAY, CLAYTON, FOWLER, ELAINE, JIM, MRS. WYATT, MARY, DRIVER, SAM, DOCTOR, LEDNOV, STEVE, ED WYATT, PETERS, MARCIA, MCCALL, WYATT, GRAHAM, GARDNER, HELEN"
Ruins_ The.txt,"AMY, ERIC, JEFF, MATHIAS, STACY, DOCTOR, DRIVER, TERESA"
Runaway Bride.txt,"PETE, BOB, FISHER, LOU TROUT, GEORGE, MRS. MURPHY, PRIEST/    BRIAN, ELLIE, GORGE, CORY, WALTER AND CROWD, MRS. TROUT, CINDY, POLLY, LEE, DENNIS, DINA NAPOLI, MAN, BARTENDER, GILL, MEREDITH, IKE, WALTER, JULIE MURPHY, MAGGIE, EARL, CONSTRUCTION WORKER, DRUNK MAN, WOMAN, MRS. WHITTENMEYER, LADY, DINA NAPOLI (OF WBAL), PRIEST, MRS. PRESSMAN, LIONEL, TED, JACKI/REPORTER #3 (WBOC TV16), T-SHIRT VENDOR, ELAINE, BRIAN, GRANDMA JULIA, MR. PAXTON"
Rush Hour 2.txt,"HOSTESS, CAPTAIN DIEL, TEXAN, CRAPS DEALER, BODYGUARD #1, LIMO DRIVER, KENNY, MAN, STEVEN REIGN, MASTER FU, HU LI, ISABELLA, SPECIAL AGENT STERLING, SALESMAN, SUPERINDENDENT CHIN, CAB DRIVER, RICKY TAN, VERSACE SALESMAN, CARTER, LEE, PIT BOSS, GAMBLER, HOTEL GUESTS, STERLING, DOORMAN #1"
Rush Hour.txt,"CARSON (VO), MORNING ANCHOR, COLONEL LEE, YOUNG COP, BOBBI, VICE PRESIDENT, CAMERAMAN, PILOT, VOICE THRU PA, SAM, ANGRY VOICE (OS), SECRETARY, CO-WORKER, INSTALLER #4 (VO), DAVE (VO), ROBBINS, EDWARDS (VO), MIRANDA, INSTALLER #2 (VO), OPERATIVE, FM NEWSCASTER (VO), DRIVER, VREELAND (VO), PRESIDENT, DAVE, COMMENTATOR #1, JOY, OPERATIVE'S VOICE (VO), JAVAL (VO), GOVERNESS, EDWARDS, AMBASSADOR HAN, AMBASSADOR HAN (OS), SWAT TEAM #1, MRS. HAN, SABATINI, BIKER, NEIGHBOR, DAVE (OS), CARSON, MORNING ANCHOR (VO), WALTHER, INSTALLER #2, MIRANDA (VO), NEWS PILOT, CARSON (OS), WOMAN, MILTON, RECORDING OF BOBBI (VO), INSTALLER #3, INSTALLER #1, REPORTER, CIA CHIEF, FINGERPRINT TECH, ROBBINS (VO), SECRETARY OF STATE, STATION MANAGER, INSTALLER #1 (VO), INTELLIGENCE OFFICER, WESTEC GUARD, WESTEC GUARDS (OS), REPORTER (VO), ESPIONAGE AGENT, VREELAND, FBI CHIEF, SECRETARY OF DEFENSE, SABATINI (VO), LISA, STATION MANAGER (VO), JAVAL, BOBBI (VO)"
Rush.txt,"DOC, BUBBLES., BANKER 2, RPM., BRAZILIAN JOURNALIST, MERZARIO, STEWARDESS, DRIVER (O.S.), PRESENTER, STIRLING MOSS, WOMAN, JAMES (INTO PHONE), MAYER, RUSH, JOURNALIST, TANNOY, COMMENTATORS, BRETT LUNGER, BUBBLES, ARTURO MERZARIO, AGNES, BRITISH JOURNALIST, LIZ TAYLOR, HESKETH, DUNGL, COMMENTATOR (V/O), ITALIAN MAN, ENZO, STANLEY, BURTON, VOICE, HARALD ERTL, JAMES (ON PHONE), NIKI, PRIEST, JAMES, CALDWELL, BANKER, DOCTOR, HOGAN, NURSIE, OFFICIAL, YOUNG GERMAN DOCTOR, MECHANIC, MARSHALL, PETER, NIKI (V/O), REGAZZONI, FANS., AMERICAN JOURNALIST, MERZARIO, GUY EDWARDS..., BUBBLES (ON PHONE), GRANDFATHER, FIA OFFICIAL, NURSE, HASEMI, EDWARDS, SUZY, SUZY HUNT..., ITALIAN MAN"
Rust and Bone.txt,
Rustin.txt,"ADAM CLAYTON POWELL, R OY WILKINS, CHARLENE, RANDOLPH, NORM, CHIEF WELLS, BAYARD, ELIAS, MOTHER, ELEANOR, TOM, MR. RANDOLPH, CHARLENE, JOYCE, ELLA, BLY DEN, ADAM CLAYTON POWELL, DORIE, ELLA, ROY WILKINS, OFFICER, BLYDEN, MUSTE, CL AUDIA, BAYARD RUSTIN, NORM, LESTER MADDOX, COURTNEY, ELLA BAKER, JOY CE, ENGINEER ONE, MARTIN, CLEVE, JIM, CLAUDIA, ROY WI LKINS, DR. ANNA, RACHELLE, NORM, OSSIE, NORM HILL, ADAM!, BUS DRIVER, BAYARD, ELIAS, ADAM CLAYTON POWELL, DR. ANNA, TYRONE, ELIAS, CORETTA, JOHN LEWIS, CAB DRIVER, JIM FARMER, JOYCE, MARTIN, CHIEF WELLS, MARTIN, CLEVE, GEORGE WALLACE, RACHELLE, LITTLE STEVIE WONDER, CORETTA, CHARLENE, JOHN LEWIS, ROY WILKINS, MEDGAR, PRESIDENT KENNEDY, BAYARD, ROY WILKINS, WHITNEY YOUNG, STROM THURMOND, CHI EF WELLS, ADAM CLAYTON PO WELL, KING, RANDOLPH, CHARLES, NORM, CHIEF WELLS, TOM, MAHALIA JACKSON, OFFICER BILL JOHNSON, TOM, ELEANOR, YVETTE, GIRL ONE, STROM THURMOND"
S_ Darko.txt,"CHRIS, VIETNAM TOM, SAM, FIREMAN #1, DRUNK GUY #1, S. DARKO, COP #1, DUSTY, RUTH, AGATHA, RANDY, TED, FATHER HOMEIJER, JEFF, MIKE, PHIL, EDDIE DARKO, TELEVISION ANCHOR, OFFICER O'DELL, CHILD PSYCHOLOGIST, TRUDY, FIELD REPORTER, BILLY'S MOTHER, FAT MAN, CUSTOMER, ROSE DARKO, AGATHA, DETECTIVE, O'DELL, JEREMY, BILLY MOORCROFT, COREY, OFFICER HINES, DONNIE DARKO, FRANK, POLICEMAN, THE END, YOUNG SAMANTHA, FEMALE CO-WORKER, POLICEMAN, BILLY'S FATHER, YOUNG OFFICER, FRANK, MIKE, OFFICER HINES"
Saint_ The.txt,"THE SAINT, HIRO MYAKI., TEMPLAR"
Salton Sea_ The.txt,"LIZ, BOOKMAN, BUBBA, COLLETTE, JIMMY, TRAHN, DUDE, TERESA, CREEPER, BO, DANNY, GRASSY KNOLL, QUINCEY, KUJO, GARCETTI, BOBBY, KID, AGENT ONE, LITTLE BILL, WORKMAN ONE, HISPANIC GUY, WOMAN, COLETTE, OLD MAN, POOH-BEAR, TANNER, ZAPRUDER, VAN ALLEN, VERNE, OSWALD, NANCY"
Sandlot Kids_ The.txt,"DENUNEZ, OPPONENT, PICKLE!, BERTRAM, TIMMY, MR. MERTLE, DAD, SCOTTY SMALLS, NARRATOR, BILL, SQUINTS, YEAH-YEAH, BENNY, HAM, MAURY WILLS, TODDLER, LIFEGUARD, SCOTTY, REPEAT, BABE RUTH, MOM, COACH, UMPIRE, BATTER 1, BATTER 2, BATTER 3, NEW- KID"
Saturday Night.txt,"DAVE WILSON, LORNE, TOM DAVIS, AL FRANKEN, EBERSOL, BILLY CRYSTAL, ANDY, CHEVY, JACKIE, ROSIE, O'DONOGHUE, JIM FOX, NEIL, VALRI, LARAINE, JOHNNY CARSON, DON PARDO, ELEVATOR MAN, TEBET, AYKROYD, POOK, GILDA, GARRETT MORRIS, BORSCHT BELT COMEDIAN, BARBARA, JANIS IAN, SECURITY GUARD, LEO, JOHN, STAGE HAND ONE, STAGE HAND TWO, STEW SORRENTINO, BELUSHI, SCOTTY, PAUL SHAFFER, ZWEIBEL, STAGE HAND, GARRETT, DANNY, WALLIE, GEORGE CARLIN, JANE CURTIN, CH EVY, JOE DICSO, ANNE, BASSIST, SHOP STEWARD, SCHILLER, CARL, CHEVY, BARBARA GALLAGHER, EDITOR, AUDREY, AYKROY D, JANE, DESERVE, JIM FOX, CRYSTAL, GILDA, YOUNG MAN, ROSIE SHUSTER, ME, CHAPMAN CRANE OP, DRUMMER, EDIE, BILLY PRESTON, JOAN, MILTON BERLE, CARLIN, HERB, DAVE WILSON, ROSIE, YOSHIMIURA, HENSON, INTERN, JACQUELINE"
Save the Last Dance.txt,"ROY (CONT'D), TUTE, TONI, SNOOKIE (CONT'D), SNOOKIE, LIP, WOMAN, LINDSAY (V.O.), NIKKI, BOUNCER, TONY (WHITE GIRL), ROY, MALAKAI, KENNY, PINCE-NEZ, ADMINISTRATOR, MRS. GWYNN, DIONDRE, SARA, ROY (O.S.), CHENILLE, TEACHER (O.S.), ARVEL, MR. HILL, STERN JUDGE, DIGGY, MALE (O.S.), MOMMA DEAN, FEMALE VOICE, JASMIN, TEENAGER #1, JURASINSKI, KENNY (MAN), LINDSAY, TEENAGER #2, PATRICK, PATRICK (CONT'D), SERIOUS STUDENT, WONK, RHONDA, GLYNN, NIKKI (CONT'D), PATRICK (O.S.), JUDGE, MALAKAI (CONT'D), CHENILLE (O.S.), OLD WOMAN (O.S.), SARA (CONT'D), DEEJAY, DEEJAY (V.O.), GIRL (O.S.), CHENILLE (CONT'D)"
Saving Mr_ Banks.txt,"BOB, PAMELA, GINTY, MICHEAL, DOLLY, BIDDY, WAITER, MARGARET, RANDOLPH, WALT, AUNT ELLIE, GINTY, DOLLY, DICK, MARY POPPINS, AUNT ELLIE, JANE, POLLY, RALPH, MARGARET, BERT, CLERK, MRS CORRY, ELLIE, DIARMUID, TOMMIE, DON, PORTER, BARMAN, DOORMAN, POLLY, TRAVERS"
Saving Private Ryan.txt,"REIBEN, UPHAM, SARGE, JACKSON, MILLER, RYAN, FORREST, WADE, GENERAL MARSHALL, GENERAL GAVIN, COLONEL ANDERSON, MARGARET RYAN"
Saw IV.txt,"CHRIS, JIGSAW, RIGG, GLORIA, JILL, CORBETT, JOHN, ATTNY. BROWN, DOLL, HOFFMAN, NURSE, AMANDA, MALE VOICE, ERIC--, COP, JIGSAW, RIGG, IVAN, JILL, CHRIS, HOFFMAN, PEREZ, LYNN, CHANG, ERIC, STRAUM, IVAN, BERNARD, YOUNG OFFICER, COP, PEREZ, JEFF, CHANG, MALE VOICE, SWAT MEMBER, JEFF, CORONER, ERIC, RIGG, STRAUM, BRETT, KERRY"
Saw.txt,"CARLA, JOHN, AMANDA, LAWRENCE, SAW, SING, ALISON, TAPP, ZEP, LAWYER, KERRY, NEIGHBOR, MARK, JIGSAW, DIANA, ADAM"
Scarface.txt,"MIRIAM, BERNSTEIN, SQSA, ERNIE, TONY, GUTIERRBZ, MANNY, ELVXRA, LOPEZ'S VOICE, INTERVIEWER, LIZARD, TON?, VOICE #1, OMAR, MONTANA, SOSA'S VOICE, GABRIELLA, ANGEL, COOK, LOPEZ, ANONYMOUS, HEAD WAITER, NARRATOR, SOSA, OWNER, NICK, ERNIE'S VOICE, VOICE, ELVIA, TONY ., CHICK, GINA, MEL, TONY'S VOICE, FRANK, LUIS, LARGE MAN, FEMALE COP, GOODSON, TRANSVESTITE, GUTIERREZ, MAN #1, NICK THE PIG, MAMS, ELVIRA, ANCEL, SIEDELBAUM, VIC, BANKER, DOCTOR, VOICE #2, GUARDS, POLICE DOGS, NEWS ANCHORMAN, AMERICAN, PEDRO QUINN, TODAY!, SALESMAN, WALDO, GUTIERFSZ, SHEFFIELD, CHI-MI"
Scary Movie 2.txt,
Schindler_s List.txt,"MAJOLA, HOSS, HOHNE, MISS KRAUSE, ENGINEER, YOUNG DOCTOR, FOREMAN, PFEFFERBERG, INVESTIGATOR, KNUDE, WAITER, CZURDA, OWNER, LIEPOLD, PRISONER, STABLE BOY, TOFFEL, INVESTOR 2, LEO JOHN, KUHNPAST, BOY, GESTAPO 1, TREBLINKA GUY, LEO ROSNER, MECHANIC, LOWENSTEIN, MAX REDLICHT, PARTISAN, POLISH GIRL, SS OFFICER, HUJAR, GESTAPO, RASCH, INVESTOR 1, SS COLONEL, GIRL, PLASZOW GUARD, EINSATZ NCO, RUSSIAN, WOMAN AT DESK, PRIEST, SCHINDLER, SS OFFICER 1, BRINNLITZ GUY 2, WAFFEN GUARD, GOLDBERG, MILA, DOORMAN, GIRL WITH A BIG CAMERA, SS OFFICER 2, GOETH'S GIRL, SS NCO, GUARD, LEVARTOV, KLONOWSKA, INVESTOR, NCO IN CHARGE, SERGEANT, LIEUTENANT, GESTAPO CLERK, FACTORY GIRL, WOMAN, JANEK, GOETH, STERN, EMILIE, SCHERNER, CLERK"
Scott Pilgrim vs the World.txt,"KNIVES (O.S.), RAMONA (CONT'D), PARTYGOER #5, YOUNG NEIL (O.S.), KNIVES CHAU (CONT'D), MYSTERY ATTACKER, GIDEON (O.S.), YOUNG NEIL, WALLACE, SCOTT!, MYSTERIOUS GIRL, GIDEON (CONT'D), OTHER VOICE, ROXY (CONT'D), GIDEON, TAMARA, OTHER SCOTT, STACEY (O.S.), KNIVES CHAU (O.S.), LUCAS LEE, ENVY, GIDEON'S VOICE (O.S.), RAMONA (V.O.), VEGAN POLICE OFFICER #2, SCOTT PILGRIM!, MATTHEW PATEL, SCOOOOOOOOOTT!!!, KIM PINE (O.S.), GIDEON GRAVES, VEGAN POLICE OFFICER #1, WALLACE (O.S.), MONIQUE-, RAMONA (O.S.), PARTYGOER #4, DUDE!, SANDRA, TODD INGRAM, COMEAU, JULIE (V.O.), ENVY (O.S.), JULIE, LUCAS LEE (O.S.), MATTHEW PATEL (CONT'D), STILLS, NARRATOR, KIM PINE (CONT'D), GIDEON GRAVES (O.S), KNIVES, SCOTT, KIM PINE, RAMONA FLOWERS!, FIRST A.D., PARTYGOER #1, HIPSTER KID, PROMOTER, MONIQUE, KIM, OTHER HECKLER, STEPHEN STILLS, WALLACE!, PARTYGOER #2, STEPHEN STILLS (O.S.), PROMOTER (O.S), SCOTT (O.S.), STACEY, ROXY, JULIE (CONT'D), WALLACE (O.S), NARRATOR (V.O.), SOME GUY (O.S.), RAMONA!, STACEY (CONT'D), GIDEON GRAVES (CONT'D), STEPHEN STILLS (CONT'D), KNIVES CHAU, COMPUTER, STACEY (V.O.), MOTHER CHAU, SOME GUY, AUDIENCE DUDE (O.S.), JIMMY, VOICE (O.S.)"
Scream 2.txt,"DEWEY RILEY, EBERT, JOEL, POLICE GUARD #2, FRATERNITY JOCK, SNOTTY GUY, DEAN FISHER, POLICE GUARD #1, TEACHER, DEWEY, DAWNIE, DIRECTOR, MICKEY, USHER, FRAT BOY, SIDNEY, REPORTER #3, DEREK, FLASHY REPORTER, GIRL ON PHONE, GALE, CAPTAIN TYLER, JOHHNY, REPORTER #2, PHIL., VOICE, ARTSY TEACHER, LOIS, REPORTER #1, DIRECTOR, PHIL, MAN'S VOICE, TORI, GUY, COTTON, MAUREEN, GALE WEATHERS, MURPHY, GIRL #2, DEBBIE SALT, JOHNNY, THE TWO POLICE GUARDS, CICA, GIRL'S VOICE, SOME GIRL, SIDEKICK, GALE, JOHNNY, CICI, DAWNIE, HALLIE, REPORTER, YOUNG MAN, SHERIFF, SISKEL, RANDY, LOIS, MURPHY, GUY"
Scream 3.txt,"BEN, JENNIFER, DEWEY, DETECTIVE KINCAID, SARAH, STAN, TOM, TYSON, MILTON, KAREN, GALE WEATHERS, ROMAN, BIANCA, ANGELINA, BUDDY, RANDY, GALE, SIDNEY, GHOST, DEWEY/GALE, EHREN KRUGER, O.S., GHOST, DEWEY"
Scream 4.txt,"DEWEY, TRUDIE, JILL ROBERTS, DEPUTY HICKS, TRUDIE, HOSS, GHOST FACE, JILL, TONY, TV HOST, SIDNEY, MR. BAKER, DR. ORTH, NEWS ANCHOR, OFFICER, ROBBIE, MAN'S VOICE, CHLOE, ROBBIE, MARNIE, GALE, TV HOST, DEPUTY HOSS, CHARLIE, PARAMEDIC, KIRBY, HOSS, SHERRIE, FORENSIC GUY, JILL                                KIRBY, SIDNEY   PRESCOTT, MR. BAKER, GOSSIP HOST, KATE, GHOST FACE, REPORTER #2, REBECCA, RACHEL, REBECCA, KIRBY, REPORTER #1, FIELD REPORTER, AUTOMATED VOICE, OLIVIA, KATE, GALE                                DEWEY, DEPUTY PERKINS, GHOSTFACE, MR. BAKER, CHARLIE, MARNIE, DEPUTY HICKS, GALE, JILL, NURSES, MEDICS, DOCTORS..., JENNY, TREVOR, SIDNEY PRESCOTT, TREVOR, KATE, TONY, PERKINS, CHARLIE                            KIRBY, REPORTER, JENNY, OLIVIA, DISPATCHER, DEWEY, MARNIE, REPORTER #3, SHERRIE, SIDNEY, JENNY, PERKINS"
